a,b,rule,fp
CHEMBL2447969,CHEMBL1080683,FP,1.0
CHEMBL510160,CHEMBL1081333,FP,1.0
CHEMBL1081333,CHEMBL510160,FP,1.0
CHEMBL1081649,CHEMBL1081648,FP,1.0
CHEMBL1081648,CHEMBL1081649,FP,1.0
CHEMBL1081868,CHEMBL1204409,FP,1.0
CHEMBL1204409,CHEMBL1081868,FP,1.0
CHEMBL1082073,CHEMBL1082072,FP,1.0
CHEMBL1082072,CHEMBL1082073,FP,1.0
CHEMBL1082653,CHEMBL1082347,FP,1.0
CHEMBL1082653,CHEMBL1082348,FP,1.0
CHEMBL1082347,CHEMBL1082653,FP,1.0
CHEMBL1082347,CHEMBL1082348,FP,1.0
CHEMBL1082348,CHEMBL1082653,FP,1.0
CHEMBL1082348,CHEMBL1082347,FP,1.0
CHEMBL108241,CHEMBL147371,FP,1.0
CHEMBL108241,CHEMBL148234,FP,1.0
CHEMBL147371,CHEMBL108241,FP,1.0
CHEMBL147371,CHEMBL148234,FP,1.0
CHEMBL148234,CHEMBL108241,FP,1.0
CHEMBL148234,CHEMBL147371,FP,1.0
CHEMBL1082440,CHEMBL406821,FP,1.0
CHEMBL406821,CHEMBL1082440,FP,1.0
CHEMBL492770,CHEMBL18927,FP,1.0
CHEMBL492770,CHEMBL108253,FP,1.0
CHEMBL18927,CHEMBL492770,FP,1.0
CHEMBL18927,CHEMBL108253,FP,1.0
CHEMBL108253,CHEMBL492770,FP,1.0
CHEMBL108253,CHEMBL18927,FP,1.0
CHEMBL286003,CHEMBL1082862,FP,1.0
CHEMBL1082862,CHEMBL286003,FP,1.0
CHEMBL1083062,CHEMBL1204085,FP,1.0
CHEMBL1204085,CHEMBL1083062,FP,1.0
CHEMBL1083181,CHEMBL37883,FP,1.0
CHEMBL1083181,CHEMBL3739932,FP,1.0
CHEMBL1083181,CHEMBL3739897,FP,1.0
CHEMBL37883,CHEMBL1083181,FP,1.0
CHEMBL37883,CHEMBL3739932,FP,1.0
CHEMBL37883,CHEMBL3739897,FP,1.0
CHEMBL3739932,CHEMBL1083181,FP,1.0
CHEMBL3739932,CHEMBL37883,FP,1.0
CHEMBL3739932,CHEMBL3739897,FP,1.0
CHEMBL3739897,CHEMBL1083181,FP,1.0
CHEMBL3739897,CHEMBL37883,FP,1.0
CHEMBL3739897,CHEMBL3739932,FP,1.0
CHEMBL1083256,CHEMBL1198754,FP,1.0
CHEMBL1198754,CHEMBL1083256,FP,1.0
CHEMBL2158240,CHEMBL108358,FP,1.0
CHEMBL108358,CHEMBL2158240,FP,1.0
CHEMBL1094521,CHEMBL1083646,FP,1.0
CHEMBL1083646,CHEMBL1094521,FP,1.0
CHEMBL1083764,CHEMBL1198849,FP,1.0
CHEMBL1198849,CHEMBL1083764,FP,1.0
CHEMBL1083993,CHEMBL633,FP,1.0
CHEMBL633,CHEMBL1083993,FP,1.0
CHEMBL1084529,CHEMBL1085025,FP,1.0
CHEMBL1085025,CHEMBL1084529,FP,1.0
CHEMBL1084612,CHEMBL1198872,FP,1.0
CHEMBL1198872,CHEMBL1084612,FP,1.0
CHEMBL1084721,CHEMBL1084976,FP,1.0
CHEMBL1084976,CHEMBL1084721,FP,1.0
CHEMBL1084929,CHEMBL382739,FP,1.0
CHEMBL382739,CHEMBL1084929,FP,1.0
CHEMBL1085023,CHEMBL1085024,FP,1.0
CHEMBL1085024,CHEMBL1085023,FP,1.0
CHEMBL2112970,CHEMBL1085510,FP,1.0
CHEMBL1085510,CHEMBL2112970,FP,1.0
CHEMBL1200969,CHEMBL108559,FP,1.0
CHEMBL108559,CHEMBL1200969,FP,1.0
CHEMBL4290888,CHEMBL4283703,FP,1.0
CHEMBL4290888,CHEMBL1086654,FP,1.0
CHEMBL4283703,CHEMBL4290888,FP,1.0
CHEMBL4283703,CHEMBL1086654,FP,1.0
CHEMBL1086654,CHEMBL4290888,FP,1.0
CHEMBL1086654,CHEMBL4283703,FP,1.0
CHEMBL63102,CHEMBL1086655,FP,1.0
CHEMBL63102,CHEMBL275466,FP,1.0
CHEMBL1086655,CHEMBL63102,FP,1.0
CHEMBL1086655,CHEMBL275466,FP,1.0
CHEMBL275466,CHEMBL63102,FP,1.0
CHEMBL275466,CHEMBL1086655,FP,1.0
CHEMBL2387628,CHEMBL1086908,FP,1.0
CHEMBL2387628,CHEMBL2387625,FP,1.0
CHEMBL1086908,CHEMBL2387628,FP,1.0
CHEMBL1086908,CHEMBL2387625,FP,1.0
CHEMBL2387625,CHEMBL2387628,FP,1.0
CHEMBL2387625,CHEMBL1086908,FP,1.0
CHEMBL1088158,CHEMBL574645,FP,1.0
CHEMBL1088158,CHEMBL1086996,FP,1.0
CHEMBL574645,CHEMBL1088158,FP,1.0
CHEMBL574645,CHEMBL1086996,FP,1.0
CHEMBL1086996,CHEMBL1088158,FP,1.0
CHEMBL1086996,CHEMBL574645,FP,1.0
CHEMBL1087089,CHEMBL1095819,FP,1.0
CHEMBL1095819,CHEMBL1087089,FP,1.0
CHEMBL1198953,CHEMBL1087458,FP,1.0
CHEMBL1087458,CHEMBL1198953,FP,1.0
CHEMBL280643,CHEMBL108793,FP,1.0
CHEMBL108793,CHEMBL280643,FP,1.0
CHEMBL4457608,CHEMBL1088704,FP,1.0
CHEMBL1088704,CHEMBL4457608,FP,1.0
CHEMBL1088972,CHEMBL1088971,FP,1.0
CHEMBL1088971,CHEMBL1088972,FP,1.0
CHEMBL1089329,CHEMBL1088998,FP,1.0
CHEMBL1088998,CHEMBL1089329,FP,1.0
CHEMBL324895,CHEMBL108900,FP,1.0
CHEMBL108900,CHEMBL324895,FP,1.0
CHEMBL1092775,CHEMBL1089015,FP,1.0
CHEMBL1089015,CHEMBL1092775,FP,1.0
CHEMBL1089371,CHEMBL1089372,FP,1.0
CHEMBL1089372,CHEMBL1089371,FP,1.0
CHEMBL1923808,CHEMBL1089494,FP,1.0
CHEMBL1089494,CHEMBL1923808,FP,1.0
CHEMBL1089873,CHEMBL1089543,FP,1.0
CHEMBL1089543,CHEMBL1089873,FP,1.0
CHEMBL1092670,CHEMBL1089637,FP,1.0
CHEMBL1092670,CHEMBL1089967,FP,1.0
CHEMBL1089637,CHEMBL1092670,FP,1.0
CHEMBL1089637,CHEMBL1089967,FP,1.0
CHEMBL1089967,CHEMBL1092670,FP,1.0
CHEMBL1089967,CHEMBL1089637,FP,1.0
CHEMBL1209038,CHEMBL108971,FP,1.0
CHEMBL108971,CHEMBL1209038,FP,1.0
CHEMBL1204031,CHEMBL1089853,FP,1.0
CHEMBL1089853,CHEMBL1204031,FP,1.0
CHEMBL1090523,CHEMBL1090522,FP,1.0
CHEMBL1090523,CHEMBL1089968,FP,1.0
CHEMBL1090522,CHEMBL1090523,FP,1.0
CHEMBL1090522,CHEMBL1089968,FP,1.0
CHEMBL1089968,CHEMBL1090523,FP,1.0
CHEMBL1089968,CHEMBL1090522,FP,1.0
CHEMBL477,CHEMBL1090,FP,1.0
CHEMBL1090,CHEMBL477,FP,1.0
CHEMBL1090012,CHEMBL1090011,FP,1.0
CHEMBL1090011,CHEMBL1090012,FP,1.0
CHEMBL1090030,CHEMBL1091073,FP,1.0
CHEMBL1091073,CHEMBL1090030,FP,1.0
CHEMBL1090035,CHEMBL442057,FP,1.0
CHEMBL442057,CHEMBL1090035,FP,1.0
CHEMBL1090281,CHEMBL1090282,FP,1.0
CHEMBL1090282,CHEMBL1090281,FP,1.0
CHEMBL1090432,CHEMBL564144,FP,1.0
CHEMBL1090432,CHEMBL1090433,FP,1.0
CHEMBL564144,CHEMBL1090432,FP,1.0
CHEMBL564144,CHEMBL1090433,FP,1.0
CHEMBL1090433,CHEMBL1090432,FP,1.0
CHEMBL1090433,CHEMBL564144,FP,1.0
CHEMBL1090524,CHEMBL1093178,FP,1.0
CHEMBL1090524,CHEMBL1672445,FP,1.0
CHEMBL1093178,CHEMBL1090524,FP,1.0
CHEMBL1093178,CHEMBL1672445,FP,1.0
CHEMBL1672445,CHEMBL1090524,FP,1.0
CHEMBL1672445,CHEMBL1093178,FP,1.0
CHEMBL3355099,CHEMBL1090914,FP,1.0
CHEMBL1090914,CHEMBL3355099,FP,1.0
CHEMBL1091038,CHEMBL1241405,FP,1.0
CHEMBL1241405,CHEMBL1091038,FP,1.0
CHEMBL110898,CHEMBL109109,FP,1.0
CHEMBL109109,CHEMBL110898,FP,1.0
CHEMBL1091319,CHEMBL1091318,FP,1.0
CHEMBL1091318,CHEMBL1091319,FP,1.0
CHEMBL372199,CHEMBL1091513,FP,1.0
CHEMBL1091513,CHEMBL372199,FP,1.0
CHEMBL1091535,CHEMBL195515,FP,1.0
CHEMBL195515,CHEMBL1091535,FP,1.0
CHEMBL1091644,CHEMBL1996234,FP,1.0
CHEMBL1996234,CHEMBL1091644,FP,1.0
CHEMBL1091777,CHEMBL1091776,FP,1.0
CHEMBL1091777,CHEMBL1091778,FP,1.0
CHEMBL1091776,CHEMBL1091777,FP,1.0
CHEMBL1091776,CHEMBL1091778,FP,1.0
CHEMBL1091778,CHEMBL1091777,FP,1.0
CHEMBL1091778,CHEMBL1091776,FP,1.0
CHEMBL1091779,CHEMBL1091780,FP,1.0
CHEMBL1091780,CHEMBL1091779,FP,1.0
CHEMBL1092374,CHEMBL1091806,FP,1.0
CHEMBL1091806,CHEMBL1092374,FP,1.0
CHEMBL1092,CHEMBL1490,FP,1.0
CHEMBL1490,CHEMBL1092,FP,1.0
CHEMBL1092027,CHEMBL1092028,FP,1.0
CHEMBL1092028,CHEMBL1092027,FP,1.0
CHEMBL109214,CHEMBL109655,FP,1.0
CHEMBL109655,CHEMBL109214,FP,1.0
CHEMBL1092509,CHEMBL373834,FP,1.0
CHEMBL373834,CHEMBL1092509,FP,1.0
CHEMBL1092715,CHEMBL1092714,FP,1.0
CHEMBL1092714,CHEMBL1092715,FP,1.0
CHEMBL1092787,CHEMBL1092788,FP,1.0
CHEMBL1092788,CHEMBL1092787,FP,1.0
CHEMBL1093053,CHEMBL1093033,FP,1.0
CHEMBL1093053,CHEMBL1093335,FP,1.0
CHEMBL1093033,CHEMBL1093053,FP,1.0
CHEMBL1093033,CHEMBL1093335,FP,1.0
CHEMBL1093335,CHEMBL1093053,FP,1.0
CHEMBL1093335,CHEMBL1093033,FP,1.0
CHEMBL1093149,CHEMBL518924,FP,1.0
CHEMBL518924,CHEMBL1093149,FP,1.0
CHEMBL111028,CHEMBL109327,FP,1.0
CHEMBL109327,CHEMBL111028,FP,1.0
CHEMBL1093297,CHEMBL1093298,FP,1.0
CHEMBL1093298,CHEMBL1093297,FP,1.0
CHEMBL1093305,CHEMBL1093304,FP,1.0
CHEMBL1093304,CHEMBL1093305,FP,1.0
CHEMBL111257,CHEMBL109353,FP,1.0
CHEMBL109353,CHEMBL111257,FP,1.0
CHEMBL1093729,CHEMBL1094036,FP,1.0
CHEMBL1094036,CHEMBL1093729,FP,1.0
CHEMBL109382,CHEMBL33618,FP,1.0
CHEMBL33618,CHEMBL109382,FP,1.0
CHEMBL3758292,CHEMBL109390,FP,1.0
CHEMBL109390,CHEMBL3758292,FP,1.0
CHEMBL1094452,CHEMBL1094142,FP,1.0
CHEMBL1094452,CHEMBL1094144,FP,1.0
CHEMBL1094142,CHEMBL1094452,FP,1.0
CHEMBL1094142,CHEMBL1094144,FP,1.0
CHEMBL1094144,CHEMBL1094452,FP,1.0
CHEMBL1094144,CHEMBL1094142,FP,1.0
CHEMBL1095124,CHEMBL1094794,FP,1.0
CHEMBL1095124,CHEMBL1094152,FP,1.0
CHEMBL1094794,CHEMBL1095124,FP,1.0
CHEMBL1094794,CHEMBL1094152,FP,1.0
CHEMBL1094152,CHEMBL1095124,FP,1.0
CHEMBL1094152,CHEMBL1094794,FP,1.0
CHEMBL597146,CHEMBL1094155,FP,1.0
CHEMBL1094155,CHEMBL597146,FP,1.0
CHEMBL596745,CHEMBL1094157,FP,1.0
CHEMBL1094157,CHEMBL596745,FP,1.0
CHEMBL1095449,CHEMBL1094159,FP,1.0
CHEMBL1095449,CHEMBL1094158,FP,1.0
CHEMBL1094159,CHEMBL1095449,FP,1.0
CHEMBL1094159,CHEMBL1094158,FP,1.0
CHEMBL1094158,CHEMBL1095449,FP,1.0
CHEMBL1094158,CHEMBL1094159,FP,1.0
CHEMBL1094161,CHEMBL1095768,FP,1.0
CHEMBL1094161,CHEMBL597375,FP,1.0
CHEMBL1095768,CHEMBL1094161,FP,1.0
CHEMBL1095768,CHEMBL597375,FP,1.0
CHEMBL597375,CHEMBL1094161,FP,1.0
CHEMBL597375,CHEMBL1095768,FP,1.0
CHEMBL1095184,CHEMBL1094237,FP,1.0
CHEMBL1095184,CHEMBL1094236,FP,1.0
CHEMBL1095184,CHEMBL1094860,FP,1.0
CHEMBL1094237,CHEMBL1095184,FP,1.0
CHEMBL1094237,CHEMBL1094236,FP,1.0
CHEMBL1094237,CHEMBL1094860,FP,1.0
CHEMBL1094236,CHEMBL1095184,FP,1.0
CHEMBL1094236,CHEMBL1094237,FP,1.0
CHEMBL1094236,CHEMBL1094860,FP,1.0
CHEMBL1094860,CHEMBL1095184,FP,1.0
CHEMBL1094860,CHEMBL1094237,FP,1.0
CHEMBL1094860,CHEMBL1094236,FP,1.0
CHEMBL1094250,CHEMBL538616,FP,1.0
CHEMBL1094250,CHEMBL1094366,FP,1.0
CHEMBL1094250,CHEMBL5203189,FP,1.0
CHEMBL538616,CHEMBL1094250,FP,1.0
CHEMBL538616,CHEMBL1094366,FP,1.0
CHEMBL538616,CHEMBL5203189,FP,1.0
CHEMBL1094366,CHEMBL1094250,FP,1.0
CHEMBL1094366,CHEMBL538616,FP,1.0
CHEMBL1094366,CHEMBL5203189,FP,1.0
CHEMBL5203189,CHEMBL1094250,FP,1.0
CHEMBL5203189,CHEMBL538616,FP,1.0
CHEMBL5203189,CHEMBL1094366,FP,1.0
CHEMBL1097956,CHEMBL1094320,FP,1.0
CHEMBL1094320,CHEMBL1097956,FP,1.0
CHEMBL1094637,CHEMBL1094321,FP,1.0
CHEMBL1094321,CHEMBL1094637,FP,1.0
CHEMBL1094419,CHEMBL596956,FP,1.0
CHEMBL596956,CHEMBL1094419,FP,1.0
CHEMBL1094793,CHEMBL1094792,FP,1.0
CHEMBL1094792,CHEMBL1094793,FP,1.0
CHEMBL2114294,CHEMBL2114295,FP,1.0
CHEMBL2114294,CHEMBL1095519,FP,1.0
CHEMBL2114294,CHEMBL1094879,FP,1.0
CHEMBL2114295,CHEMBL2114294,FP,1.0
CHEMBL2114295,CHEMBL1095519,FP,1.0
CHEMBL2114295,CHEMBL1094879,FP,1.0
CHEMBL1095519,CHEMBL2114294,FP,1.0
CHEMBL1095519,CHEMBL2114295,FP,1.0
CHEMBL1095519,CHEMBL1094879,FP,1.0
CHEMBL1094879,CHEMBL2114294,FP,1.0
CHEMBL1094879,CHEMBL2114295,FP,1.0
CHEMBL1094879,CHEMBL1095519,FP,1.0
CHEMBL1094880,CHEMBL1095183,FP,1.0
CHEMBL1094880,CHEMBL1096475,FP,1.0
CHEMBL1094880,CHEMBL1096675,FP,1.0
CHEMBL1095183,CHEMBL1094880,FP,1.0
CHEMBL1095183,CHEMBL1096475,FP,1.0
CHEMBL1095183,CHEMBL1096675,FP,1.0
CHEMBL1096475,CHEMBL1094880,FP,1.0
CHEMBL1096475,CHEMBL1095183,FP,1.0
CHEMBL1096475,CHEMBL1096675,FP,1.0
CHEMBL1096675,CHEMBL1094880,FP,1.0
CHEMBL1096675,CHEMBL1095183,FP,1.0
CHEMBL1096675,CHEMBL1096475,FP,1.0
CHEMBL1095135,CHEMBL1095765,FP,1.0
CHEMBL1095135,CHEMBL1095764,FP,1.0
CHEMBL1095765,CHEMBL1095135,FP,1.0
CHEMBL1095765,CHEMBL1095764,FP,1.0
CHEMBL1095764,CHEMBL1095135,FP,1.0
CHEMBL1095764,CHEMBL1095765,FP,1.0
CHEMBL109517,CHEMBL109571,FP,1.0
CHEMBL109517,CHEMBL326466,FP,1.0
CHEMBL109571,CHEMBL109517,FP,1.0
CHEMBL109571,CHEMBL326466,FP,1.0
CHEMBL326466,CHEMBL109517,FP,1.0
CHEMBL326466,CHEMBL109571,FP,1.0
CHEMBL1095279,CHEMBL1097955,FP,1.0
CHEMBL1097955,CHEMBL1095279,FP,1.0
CHEMBL109528,CHEMBL544318,FP,1.0
CHEMBL544318,CHEMBL109528,FP,1.0
CHEMBL1098302,CHEMBL1095285,FP,1.0
CHEMBL1095285,CHEMBL1098302,FP,1.0
CHEMBL1095294,CHEMBL1097602,FP,1.0
CHEMBL1097602,CHEMBL1095294,FP,1.0
CHEMBL109548,CHEMBL545727,FP,1.0
CHEMBL545727,CHEMBL109548,FP,1.0
CHEMBL1095520,CHEMBL1095521,FP,1.0
CHEMBL1095520,CHEMBL1096473,FP,1.0
CHEMBL1095520,CHEMBL1096474,FP,1.0
CHEMBL1095521,CHEMBL1095520,FP,1.0
CHEMBL1095521,CHEMBL1096473,FP,1.0
CHEMBL1095521,CHEMBL1096474,FP,1.0
CHEMBL1096473,CHEMBL1095520,FP,1.0
CHEMBL1096473,CHEMBL1095521,FP,1.0
CHEMBL1096473,CHEMBL1096474,FP,1.0
CHEMBL1096474,CHEMBL1095520,FP,1.0
CHEMBL1096474,CHEMBL1095521,FP,1.0
CHEMBL1096474,CHEMBL1096473,FP,1.0
CHEMBL112708,CHEMBL109554,FP,1.0
CHEMBL109554,CHEMBL112708,FP,1.0
CHEMBL1095612,CHEMBL1097604,FP,1.0
CHEMBL1097604,CHEMBL1095612,FP,1.0
CHEMBL1095622,CHEMBL1095621,FP,1.0
CHEMBL1095621,CHEMBL1095622,FP,1.0
CHEMBL1095687,CHEMBL440411,FP,1.0
CHEMBL440411,CHEMBL1095687,FP,1.0
CHEMBL1095767,CHEMBL599812,FP,1.0
CHEMBL599812,CHEMBL1095767,FP,1.0
CHEMBL109579,CHEMBL322795,FP,1.0
CHEMBL322795,CHEMBL109579,FP,1.0
CHEMBL1098847,CHEMBL1095990,FP,1.0
CHEMBL1095990,CHEMBL1098847,FP,1.0
CHEMBL422251,CHEMBL109603,FP,1.0
CHEMBL109603,CHEMBL422251,FP,1.0
CHEMBL1170109,CHEMBL1096195,FP,1.0
CHEMBL1096195,CHEMBL1170109,FP,1.0
CHEMBL1096400,CHEMBL129841,FP,1.0
CHEMBL129841,CHEMBL1096400,FP,1.0
CHEMBL1096428,CHEMBL1096429,FP,1.0
CHEMBL1096428,CHEMBL483406,FP,1.0
CHEMBL1096429,CHEMBL1096428,FP,1.0
CHEMBL1096429,CHEMBL483406,FP,1.0
CHEMBL483406,CHEMBL1096428,FP,1.0
CHEMBL483406,CHEMBL1096429,FP,1.0
CHEMBL1096430,CHEMBL1096431,FP,1.0
CHEMBL1096431,CHEMBL1096430,FP,1.0
CHEMBL1096634,CHEMBL1096626,FP,1.0
CHEMBL1096626,CHEMBL1096634,FP,1.0
CHEMBL544091,CHEMBL109673,FP,1.0
CHEMBL109673,CHEMBL544091,FP,1.0
CHEMBL1256754,CHEMBL109684,FP,1.0
CHEMBL1256754,CHEMBL612083,FP,1.0
CHEMBL109684,CHEMBL1256754,FP,1.0
CHEMBL109684,CHEMBL612083,FP,1.0
CHEMBL612083,CHEMBL1256754,FP,1.0
CHEMBL612083,CHEMBL109684,FP,1.0
CHEMBL1096979,CHEMBL1255778,FP,1.0
CHEMBL1255778,CHEMBL1096979,FP,1.0
CHEMBL109745,CHEMBL275835,FP,1.0
CHEMBL275835,CHEMBL109745,FP,1.0
CHEMBL1097830,CHEMBL1097829,FP,1.0
CHEMBL1097829,CHEMBL1097830,FP,1.0
CHEMBL2261346,CHEMBL133451,FP,1.0
CHEMBL2261346,CHEMBL109783,FP,1.0
CHEMBL2261346,CHEMBL336161,FP,1.0
CHEMBL133451,CHEMBL2261346,FP,1.0
CHEMBL133451,CHEMBL109783,FP,1.0
CHEMBL133451,CHEMBL336161,FP,1.0
CHEMBL109783,CHEMBL2261346,FP,1.0
CHEMBL109783,CHEMBL133451,FP,1.0
CHEMBL109783,CHEMBL336161,FP,1.0
CHEMBL336161,CHEMBL2261346,FP,1.0
CHEMBL336161,CHEMBL133451,FP,1.0
CHEMBL336161,CHEMBL109783,FP,1.0
CHEMBL1098110,CHEMBL1098441,FP,1.0
CHEMBL1098110,CHEMBL1098442,FP,1.0
CHEMBL1098441,CHEMBL1098110,FP,1.0
CHEMBL1098441,CHEMBL1098442,FP,1.0
CHEMBL1098442,CHEMBL1098110,FP,1.0
CHEMBL1098442,CHEMBL1098441,FP,1.0
CHEMBL109831,CHEMBL38700,FP,1.0
CHEMBL38700,CHEMBL109831,FP,1.0
CHEMBL1453,CHEMBL109863,FP,1.0
CHEMBL109863,CHEMBL1453,FP,1.0
CHEMBL228067,CHEMBL1098888,FP,1.0
CHEMBL1098888,CHEMBL228067,FP,1.0
CHEMBL1098938,CHEMBL1098939,FP,1.0
CHEMBL1098939,CHEMBL1098938,FP,1.0
CHEMBL1098944,CHEMBL1099281,FP,1.0
CHEMBL1099281,CHEMBL1098944,FP,1.0
CHEMBL1099276,CHEMBL1099296,FP,1.0
CHEMBL1099296,CHEMBL1099276,FP,1.0
CHEMBL1099297,CHEMBL1099298,FP,1.0
CHEMBL1099298,CHEMBL1099297,FP,1.0
CHEMBL1692,CHEMBL11,FP,1.0
CHEMBL11,CHEMBL1692,FP,1.0
CHEMBL4524111,CHEMBL110077,FP,1.0
CHEMBL110077,CHEMBL4524111,FP,1.0
CHEMBL320548,CHEMBL110219,FP,1.0
CHEMBL110219,CHEMBL320548,FP,1.0
CHEMBL2111684,CHEMBL110319,FP,1.0
CHEMBL2111684,CHEMBL3350264,FP,1.0
CHEMBL110319,CHEMBL2111684,FP,1.0
CHEMBL110319,CHEMBL3350264,FP,1.0
CHEMBL3350264,CHEMBL2111684,FP,1.0
CHEMBL3350264,CHEMBL110319,FP,1.0
CHEMBL287868,CHEMBL320611,FP,1.0
CHEMBL287868,CHEMBL110339,FP,1.0
CHEMBL320611,CHEMBL287868,FP,1.0
CHEMBL320611,CHEMBL110339,FP,1.0
CHEMBL110339,CHEMBL287868,FP,1.0
CHEMBL110339,CHEMBL320611,FP,1.0
CHEMBL48046,CHEMBL110419,FP,1.0
CHEMBL110419,CHEMBL48046,FP,1.0
CHEMBL307429,CHEMBL110458,FP,1.0
CHEMBL110458,CHEMBL307429,FP,1.0
CHEMBL370735,CHEMBL110640,FP,1.0
CHEMBL110640,CHEMBL370735,FP,1.0
CHEMBL2114337,CHEMBL11065,FP,1.0
CHEMBL2114337,CHEMBL25359,FP,1.0
CHEMBL2114337,CHEMBL11066,FP,1.0
CHEMBL2114337,CHEMBL281614,FP,1.0
CHEMBL11065,CHEMBL2114337,FP,1.0
CHEMBL11065,CHEMBL25359,FP,1.0
CHEMBL11065,CHEMBL11066,FP,1.0
CHEMBL11065,CHEMBL281614,FP,1.0
CHEMBL25359,CHEMBL2114337,FP,1.0
CHEMBL25359,CHEMBL11065,FP,1.0
CHEMBL25359,CHEMBL11066,FP,1.0
CHEMBL25359,CHEMBL281614,FP,1.0
CHEMBL11066,CHEMBL2114337,FP,1.0
CHEMBL11066,CHEMBL11065,FP,1.0
CHEMBL11066,CHEMBL25359,FP,1.0
CHEMBL11066,CHEMBL281614,FP,1.0
CHEMBL281614,CHEMBL2114337,FP,1.0
CHEMBL281614,CHEMBL11065,FP,1.0
CHEMBL281614,CHEMBL25359,FP,1.0
CHEMBL281614,CHEMBL11066,FP,1.0
CHEMBL110750,CHEMBL110970,FP,1.0
CHEMBL110970,CHEMBL110750,FP,1.0
CHEMBL326640,CHEMBL110808,FP,1.0
CHEMBL110808,CHEMBL326640,FP,1.0
CHEMBL90359,CHEMBL110821,FP,1.0
CHEMBL110821,CHEMBL90359,FP,1.0
CHEMBL110847,CHEMBL540822,FP,1.0
CHEMBL540822,CHEMBL110847,FP,1.0
CHEMBL110948,CHEMBL543613,FP,1.0
CHEMBL543613,CHEMBL110948,FP,1.0
CHEMBL111,CHEMBL558598,FP,1.0
CHEMBL558598,CHEMBL111,FP,1.0
CHEMBL331799,CHEMBL111128,FP,1.0
CHEMBL111128,CHEMBL331799,FP,1.0
CHEMBL444347,CHEMBL111164,FP,1.0
CHEMBL111164,CHEMBL444347,FP,1.0
CHEMBL113238,CHEMBL324270,FP,1.0
CHEMBL113238,CHEMBL111184,FP,1.0
CHEMBL324270,CHEMBL113238,FP,1.0
CHEMBL324270,CHEMBL111184,FP,1.0
CHEMBL111184,CHEMBL113238,FP,1.0
CHEMBL111184,CHEMBL324270,FP,1.0
CHEMBL545488,CHEMBL111189,FP,1.0
CHEMBL111189,CHEMBL545488,FP,1.0
CHEMBL544319,CHEMBL111393,FP,1.0
CHEMBL111393,CHEMBL544319,FP,1.0
CHEMBL422250,CHEMBL111450,FP,1.0
CHEMBL111450,CHEMBL422250,FP,1.0
CHEMBL2261355,CHEMBL111496,FP,1.0
CHEMBL111496,CHEMBL2261355,FP,1.0
CHEMBL544089,CHEMBL111509,FP,1.0
CHEMBL111509,CHEMBL544089,FP,1.0
CHEMBL111554,CHEMBL2111710,FP,1.0
CHEMBL2111710,CHEMBL111554,FP,1.0
CHEMBL1116,CHEMBL81,FP,1.0
CHEMBL81,CHEMBL1116,FP,1.0
CHEMBL4796803,CHEMBL4513786,FP,1.0
CHEMBL4796803,CHEMBL111612,FP,1.0
CHEMBL4513786,CHEMBL4796803,FP,1.0
CHEMBL4513786,CHEMBL111612,FP,1.0
CHEMBL111612,CHEMBL4796803,FP,1.0
CHEMBL111612,CHEMBL4513786,FP,1.0
CHEMBL1788226,CHEMBL111659,FP,1.0
CHEMBL111659,CHEMBL1788226,FP,1.0
CHEMBL1117,CHEMBL1200976,FP,1.0
CHEMBL1200976,CHEMBL1117,FP,1.0
CHEMBL111749,CHEMBL326454,FP,1.0
CHEMBL326454,CHEMBL111749,FP,1.0
CHEMBL67133,CHEMBL112210,FP,1.0
CHEMBL112210,CHEMBL67133,FP,1.0
CHEMBL434237,CHEMBL338966,FP,1.0
CHEMBL434237,CHEMBL406901,FP,1.0
CHEMBL434237,CHEMBL336603,FP,1.0
CHEMBL434237,CHEMBL335940,FP,1.0
CHEMBL434237,CHEMBL435191,FP,1.0
CHEMBL434237,CHEMBL112235,FP,1.0
CHEMBL434237,CHEMBL334869,FP,1.0
CHEMBL338966,CHEMBL434237,FP,1.0
CHEMBL338966,CHEMBL406901,FP,1.0
CHEMBL338966,CHEMBL336603,FP,1.0
CHEMBL338966,CHEMBL335940,FP,1.0
CHEMBL338966,CHEMBL435191,FP,1.0
CHEMBL338966,CHEMBL112235,FP,1.0
CHEMBL338966,CHEMBL334869,FP,1.0
CHEMBL406901,CHEMBL434237,FP,1.0
CHEMBL406901,CHEMBL338966,FP,1.0
CHEMBL406901,CHEMBL336603,FP,1.0
CHEMBL406901,CHEMBL335940,FP,1.0
CHEMBL406901,CHEMBL435191,FP,1.0
CHEMBL406901,CHEMBL112235,FP,1.0
CHEMBL406901,CHEMBL334869,FP,1.0
CHEMBL336603,CHEMBL434237,FP,1.0
CHEMBL336603,CHEMBL338966,FP,1.0
CHEMBL336603,CHEMBL406901,FP,1.0
CHEMBL336603,CHEMBL335940,FP,1.0
CHEMBL336603,CHEMBL435191,FP,1.0
CHEMBL336603,CHEMBL112235,FP,1.0
CHEMBL336603,CHEMBL334869,FP,1.0
CHEMBL335940,CHEMBL434237,FP,1.0
CHEMBL335940,CHEMBL338966,FP,1.0
CHEMBL335940,CHEMBL406901,FP,1.0
CHEMBL335940,CHEMBL336603,FP,1.0
CHEMBL335940,CHEMBL435191,FP,1.0
CHEMBL335940,CHEMBL112235,FP,1.0
CHEMBL335940,CHEMBL334869,FP,1.0
