a,b,rule,fp
CHEMBL4526832,CHEMBL4453109,FP,0.9714285714285714
CHEMBL4526832,CHEMBL4521831,FP,1.0
CHEMBL4526832,CHEMBL4483317,FP,1.0
CHEMBL4526832,CHEMBL4443919,FP,1.0
CHEMBL4526832,CHEMBL4466126,FP,1.0
CHEMBL4526832,CHEMBL4445462,FP,1.0
CHEMBL21932,CHEMBL1762657,FP,1.0
CHEMBL24938,CHEMBL9485,FP,1.0
CHEMBL24938,CHEMBL1255589,FP,1.0
CHEMBL4466126,CHEMBL4453109,FP,0.9714285714285714
CHEMBL4466126,CHEMBL4521831,FP,1.0
CHEMBL4466126,CHEMBL4483317,FP,1.0
CHEMBL4466126,CHEMBL4443919,FP,1.0
CHEMBL4466126,CHEMBL4526832,FP,1.0
CHEMBL4466126,CHEMBL4445462,FP,1.0
CHEMBL1204264,CHEMBL305198,FP,1.0
CHEMBL35043,CHEMBL435541,FP,1.0
CHEMBL115554,CHEMBL115713,FP,1.0
CHEMBL115554,CHEMBL114976,FP,1.0
CHEMBL115554,CHEMBL113344,FP,1.0
CHEMBL115554,CHEMBL115714,FP,1.0
CHEMBL3143261,CHEMBL357388,FP,1.0
CHEMBL498715,CHEMBL471797,FP,1.0
CHEMBL498715,CHEMBL450591,FP,1.0
CHEMBL498715,CHEMBL2088769,FP,0.972972972972973
CHEMBL498715,CHEMBL118111,FP,1.0
CHEMBL2092878,CHEMBL263501,FP,1.0
CHEMBL2092878,CHEMBL1788203,FP,1.0
CHEMBL467389,CHEMBL19332,FP,1.0
CHEMBL451044,CHEMBL98610,FP,1.0
CHEMBL287587,CHEMBL295072,FP,1.0
CHEMBL6616,CHEMBL134519,FP,1.0
CHEMBL59,CHEMBL1557,FP,1.0
CHEMBL4085327,CHEMBL4063720,FP,1.0
CHEMBL463133,CHEMBL463134,FP,1.0
CHEMBL2180821,CHEMBL2180818,FP,1.0
CHEMBL344888,CHEMBL342407,FP,0.972972972972973
CHEMBL140000,CHEMBL46942,FP,1.0
CHEMBL140000,CHEMBL143047,FP,1.0
CHEMBL140000,CHEMBL142305,FP,0.9736842105263158
CHEMBL441826,CHEMBL117723,FP,1.0
CHEMBL441826,CHEMBL118783,FP,1.0
CHEMBL441826,CHEMBL325247,FP,1.0
CHEMBL441826,CHEMBL117910,FP,1.0
CHEMBL441826,CHEMBL118815,FP,1.0
CHEMBL679,CHEMBL1255663,FP,1.0
CHEMBL679,CHEMBL1256958,FP,1.0
CHEMBL289302,CHEMBL78855,FP,1.0
CHEMBL42370,CHEMBL43711,FP,1.0
CHEMBL3104170,CHEMBL3104171,FP,1.0
CHEMBL2086809,CHEMBL2086808,FP,0.9545454545454546
CHEMBL2086809,CHEMBL2086810,FP,0.9772727272727273
CHEMBL2158072,CHEMBL2158071,FP,1.0
CHEMBL1256360,CHEMBL1160723,FP,1.0
CHEMBL1256360,CHEMBL1711,FP,1.0
CHEMBL1256360,CHEMBL434,FP,1.0
CHEMBL1256360,CHEMBL1257092,FP,1.0
CHEMBL294066,CHEMBL62056,FP,1.0
CHEMBL294066,CHEMBL264495,FP,1.0
CHEMBL294066,CHEMBL60546,FP,1.0
CHEMBL294066,CHEMBL62245,FP,1.0
CHEMBL294066,CHEMBL58945,FP,1.0
CHEMBL461628,CHEMBL462807,FP,1.0
CHEMBL305198,CHEMBL1204264,FP,1.0
CHEMBL4085750,CHEMBL4072781,FP,1.0
CHEMBL4085750,CHEMBL4093492,FP,1.0
CHEMBL3937517,CHEMBL3955047,FP,1.0
CHEMBL1927024,CHEMBL1230845,FP,1.0
CHEMBL432,CHEMBL5087452,FP,1.0
CHEMBL432,CHEMBL1437,FP,1.0
CHEMBL3933915,CHEMBL3965276,FP,1.0
CHEMBL2431003,CHEMBL2431006,FP,1.0
CHEMBL91416,CHEMBL413727,FP,1.0
CHEMBL91416,CHEMBL91417,FP,1.0
CHEMBL175,CHEMBL427526,FP,1.0
CHEMBL175,CHEMBL521,FP,1.0
CHEMBL3913053,CHEMBL3930376,FP,1.0
CHEMBL3913053,CHEMBL3921422,FP,1.0
CHEMBL3913053,CHEMBL3896023,FP,1.0
CHEMBL3913053,CHEMBL3982376,FP,1.0
CHEMBL3913053,CHEMBL3963971,FP,1.0
CHEMBL3355298,CHEMBL3355283,FP,1.0
CHEMBL418599,CHEMBL290348,FP,0.975609756097561
CHEMBL6607,CHEMBL468880,FP,1.0
CHEMBL6607,CHEMBL69700,FP,1.0
CHEMBL34974,CHEMBL35021,FP,0.9736842105263158
CHEMBL442426,CHEMBL402719,FP,1.0
CHEMBL118111,CHEMBL471797,FP,1.0
CHEMBL118111,CHEMBL450591,FP,1.0
CHEMBL118111,CHEMBL2088769,FP,0.972972972972973
CHEMBL118111,CHEMBL498715,FP,1.0
CHEMBL114606,CHEMBL366208,FP,1.0
CHEMBL114606,CHEMBL190006,FP,1.0
CHEMBL3355283,CHEMBL3355298,FP,1.0
CHEMBL4445462,CHEMBL4453109,FP,0.9714285714285714
CHEMBL4445462,CHEMBL4521831,FP,1.0
CHEMBL4445462,CHEMBL4483317,FP,1.0
CHEMBL4445462,CHEMBL4443919,FP,1.0
CHEMBL4445462,CHEMBL4526832,FP,1.0
CHEMBL4445462,CHEMBL4466126,FP,1.0
CHEMBL5187653,CHEMBL432079,FP,1.0
CHEMBL5187653,CHEMBL35602,FP,1.0
CHEMBL2096738,CHEMBL2096852,FP,1.0
CHEMBL62245,CHEMBL62056,FP,1.0
CHEMBL62245,CHEMBL264495,FP,1.0
CHEMBL62245,CHEMBL60546,FP,1.0
CHEMBL62245,CHEMBL294066,FP,1.0
CHEMBL62245,CHEMBL58945,FP,1.0
CHEMBL5170598,CHEMBL5200566,FP,1.0
CHEMBL5170598,CHEMBL5187984,FP,1.0
CHEMBL467134,CHEMBL442642,FP,1.0
CHEMBL1927030,CHEMBL1201201,FP,1.0
CHEMBL78855,CHEMBL289302,FP,1.0
CHEMBL1090914,CHEMBL3355099,FP,1.0
CHEMBL3896023,CHEMBL3930376,FP,1.0
CHEMBL3896023,CHEMBL3921422,FP,1.0
CHEMBL3896023,CHEMBL3913053,FP,1.0
CHEMBL3896023,CHEMBL3982376,FP,1.0
CHEMBL3896023,CHEMBL3963971,FP,1.0
CHEMBL3982376,CHEMBL3930376,FP,1.0
CHEMBL3982376,CHEMBL3921422,FP,1.0
CHEMBL3982376,CHEMBL3913053,FP,1.0
CHEMBL3982376,CHEMBL3896023,FP,1.0
CHEMBL3982376,CHEMBL3963971,FP,1.0
CHEMBL1520837,CHEMBL404849,FP,1.0
CHEMBL4441603,CHEMBL4537546,FP,1.0
CHEMBL5201033,CHEMBL5194056,FP,1.0
CHEMBL435541,CHEMBL35043,FP,1.0
CHEMBL558,CHEMBL1200606,FP,1.0
CHEMBL3142508,CHEMBL3142506,FP,0.9846153846153847
CHEMBL34013,CHEMBL36525,FP,0.975
CHEMBL2180818,CHEMBL2180821,FP,1.0
CHEMBL462801,CHEMBL462998,FP,1.0
CHEMBL462801,CHEMBL221137,FP,1.0
CHEMBL289672,CHEMBL32949,FP,0.9736842105263158
CHEMBL3577167,CHEMBL3577174,FP,1.0
CHEMBL3577167,CHEMBL3577171,FP,1.0
CHEMBL3577167,CHEMBL3577170,FP,1.0
CHEMBL4063720,CHEMBL4085327,FP,1.0
CHEMBL565593,CHEMBL565382,FP,0.975
CHEMBL3577171,CHEMBL3577174,FP,1.0
CHEMBL3577171,CHEMBL3577167,FP,1.0
CHEMBL3577171,CHEMBL3577170,FP,1.0
CHEMBL1378659,CHEMBL281232,FP,1.0
CHEMBL3963971,CHEMBL3930376,FP,1.0
CHEMBL3963971,CHEMBL3921422,FP,1.0
CHEMBL3963971,CHEMBL3913053,FP,1.0
CHEMBL3963971,CHEMBL3896023,FP,1.0
CHEMBL3963971,CHEMBL3982376,FP,1.0
CHEMBL4246480,CHEMBL4249022,FP,0.9787234042553191
CHEMBL538595,CHEMBL29292,FP,1.0
CHEMBL422639,CHEMBL342146,FP,0.972972972972973
CHEMBL2141296,CHEMBL5171825,FP,1.0
CHEMBL461167,CHEMBL4463619,FP,1.0
CHEMBL461167,CHEMBL469433,FP,1.0
CHEMBL34998,CHEMBL284617,FP,0.975609756097561
CHEMBL58945,CHEMBL62056,FP,1.0
CHEMBL58945,CHEMBL264495,FP,1.0
CHEMBL58945,CHEMBL60546,FP,1.0
CHEMBL58945,CHEMBL294066,FP,1.0
CHEMBL58945,CHEMBL62245,FP,1.0
CHEMBL77207,CHEMBL375319,FP,1.0
CHEMBL1257092,CHEMBL1160723,FP,1.0
CHEMBL1257092,CHEMBL1711,FP,1.0
CHEMBL1257092,CHEMBL434,FP,1.0
CHEMBL1257092,CHEMBL1256360,FP,1.0
CHEMBL440018,CHEMBL180911,FP,1.0
CHEMBL4463619,CHEMBL461167,FP,1.0
CHEMBL4463619,CHEMBL469433,FP,1.0
CHEMBL91283,CHEMBL112655,FP,1.0
CHEMBL382739,CHEMBL1084929,FP,1.0
CHEMBL35021,CHEMBL34974,FP,0.9736842105263158
CHEMBL2086808,CHEMBL2086809,FP,0.9545454545454546
CHEMBL2391470,CHEMBL2391461,FP,0.9696969696969697
CHEMBL2391470,CHEMBL2391472,FP,1.0
CHEMBL1089339,CHEMBL3098603,FP,0.972972972972973
CHEMBL3359166,CHEMBL3359167,FP,0.975609756097561
CHEMBL3359166,CHEMBL3359168,FP,0.975609756097561
CHEMBL190006,CHEMBL366208,FP,1.0
CHEMBL190006,CHEMBL114606,FP,1.0
CHEMBL10247,CHEMBL298827,FP,1.0
CHEMBL10247,CHEMBL61512,FP,1.0
CHEMBL612,CHEMBL19393,FP,1.0
CHEMBL612,CHEMBL405,FP,1.0
CHEMBL228139,CHEMBL227851,FP,1.0
CHEMBL336483,CHEMBL265112,FP,0.972972972972973
CHEMBL221137,CHEMBL462998,FP,1.0
CHEMBL221137,CHEMBL462801,FP,1.0
CHEMBL542,CHEMBL1762658,FP,1.0
CHEMBL16046,CHEMBL85320,FP,1.0
CHEMBL16046,CHEMBL2079630,FP,1.0
CHEMBL3142506,CHEMBL3142508,FP,0.9846153846153847
CHEMBL402719,CHEMBL442426,FP,1.0
CHEMBL4750752,CHEMBL4761227,FP,1.0
CHEMBL4750752,CHEMBL4798135,FP,1.0
CHEMBL4750752,CHEMBL3425921,FP,1.0
CHEMBL5194056,CHEMBL5201033,FP,1.0
CHEMBL19332,CHEMBL467389,FP,1.0
CHEMBL2086806,CHEMBL2088779,FP,0.9512195121951219
CHEMBL3577178,CHEMBL3577177,FP,1.0
CHEMBL3577178,CHEMBL3577179,FP,1.0
CHEMBL545673,CHEMBL451666,FP,1.0
CHEMBL332373,CHEMBL333335,FP,1.0
CHEMBL3577170,CHEMBL3577174,FP,1.0
CHEMBL3577170,CHEMBL3577167,FP,1.0
CHEMBL3577170,CHEMBL3577171,FP,1.0
CHEMBL1255589,CHEMBL9485,FP,1.0
CHEMBL1255589,CHEMBL24938,FP,1.0
CHEMBL290348,CHEMBL418599,FP,0.975609756097561
CHEMBL5187984,CHEMBL5200566,FP,1.0
CHEMBL5187984,CHEMBL5170598,FP,1.0
CHEMBL1159707,CHEMBL1159706,FP,1.0
CHEMBL2391472,CHEMBL2391461,FP,0.9696969696969697
CHEMBL2391472,CHEMBL2391470,FP,1.0
CHEMBL114272,CHEMBL121916,FP,1.0
CHEMBL32949,CHEMBL289672,FP,0.9736842105263158
CHEMBL1762657,CHEMBL21932,FP,1.0
CHEMBL469433,CHEMBL461167,FP,1.0
CHEMBL469433,CHEMBL4463619,FP,1.0
CHEMBL1095671,CHEMBL549472,FP,1.0
CHEMBL2086810,CHEMBL2086809,FP,0.9772727272727273
CHEMBL1778438,CHEMBL1778439,FP,0.96875
CHEMBL3359171,CHEMBL3359172,FP,0.9642857142857143
CHEMBL3359171,CHEMBL3359173,FP,0.9642857142857143
CHEMBL134519,CHEMBL6616,FP,1.0
CHEMBL115344,CHEMBL332050,FP,1.0
CHEMBL115344,CHEMBL334038,FP,1.0
CHEMBL115344,CHEMBL422074,FP,1.0
CHEMBL115344,CHEMBL114031,FP,1.0
CHEMBL115344,CHEMBL227371,FP,1.0
CHEMBL115344,CHEMBL116953,FP,1.0
CHEMBL103228,CHEMBL93413,FP,1.0
CHEMBL93413,CHEMBL103228,FP,1.0
CHEMBL317284,CHEMBL316528,FP,1.0
CHEMBL1812741,CHEMBL317904,FP,1.0
CHEMBL317904,CHEMBL1812741,FP,1.0
CHEMBL316528,CHEMBL317284,FP,1.0
CHEMBL102115,CHEMBL100672,FP,1.0
CHEMBL100672,CHEMBL102115,FP,1.0
CHEMBL91843,CHEMBL91837,FP,0.9777777777777777
CHEMBL327374,CHEMBL92158,FP,0.9545454545454546
CHEMBL91837,CHEMBL91843,FP,0.9777777777777777
CHEMBL92158,CHEMBL327374,FP,0.9545454545454546
CHEMBL3774890,CHEMBL3775654,FP,0.9818181818181818
CHEMBL4075557,CHEMBL4091999,FP,1.0
CHEMBL4075557,CHEMBL4071178,FP,0.9841269841269841
CHEMBL4443188,CHEMBL4577883,FP,1.0
CHEMBL597569,CHEMBL3901210,FP,1.0
CHEMBL598611,CHEMBL599398,FP,0.9833333333333333
CHEMBL598611,CHEMBL598164,FP,1.0
CHEMBL598611,CHEMBL598797,FP,1.0
CHEMBL4091999,CHEMBL4075557,FP,1.0
CHEMBL4091999,CHEMBL4071178,FP,0.9841269841269841
CHEMBL3758697,CHEMBL3759186,FP,1.0
CHEMBL599398,CHEMBL598611,FP,0.9833333333333333
CHEMBL599398,CHEMBL598164,FP,0.9833333333333333
CHEMBL599398,CHEMBL598797,FP,0.9833333333333333
CHEMBL2018769,CHEMBL3221544,FP,1.0
CHEMBL3775654,CHEMBL3774890,FP,0.9818181818181818
CHEMBL3221544,CHEMBL2018769,FP,1.0
CHEMBL1204199,CHEMBL35820,FP,1.0
CHEMBL4063272,CHEMBL4092962,FP,0.9821428571428571
CHEMBL4063272,CHEMBL4065296,FP,1.0
CHEMBL208118,CHEMBL207687,FP,1.0
CHEMBL596754,CHEMBL3985245,FP,0.9841269841269841
CHEMBL3901210,CHEMBL597569,FP,1.0
CHEMBL1079742,CHEMBL553,FP,1.0
CHEMBL3759261,CHEMBL3758839,FP,1.0
CHEMBL3759186,CHEMBL3758697,FP,1.0
CHEMBL3221267,CHEMBL3221268,FP,1.0
CHEMBL3221560,CHEMBL2018752,FP,1.0
CHEMBL4079768,CHEMBL4091626,FP,0.96875
CHEMBL3774858,CHEMBL3774993,FP,0.9791666666666666
CHEMBL3633769,CHEMBL3633768,FP,0.9824561403508771
CHEMBL3774994,CHEMBL3775539,FP,0.9807692307692307
CHEMBL598377,CHEMBL598163,FP,1.0
CHEMBL598377,CHEMBL598610,FP,1.0
CHEMBL598377,CHEMBL596736,FP,0.9830508474576272
CHEMBL93464,CHEMBL329642,FP,1.0
CHEMBL4577883,CHEMBL4443188,FP,1.0
CHEMBL3357655,CHEMBL3357654,FP,1.0
CHEMBL4468146,CHEMBL4591414,FP,1.0
CHEMBL553,CHEMBL1079742,FP,1.0
CHEMBL3775539,CHEMBL3774994,FP,0.9807692307692307
CHEMBL7917,CHEMBL540068,FP,1.0
CHEMBL4076232,CHEMBL4071178,FP,0.9523809523809523
CHEMBL4091626,CHEMBL4079768,FP,0.96875
CHEMBL3357654,CHEMBL3357655,FP,1.0
CHEMBL2018752,CHEMBL3221560,FP,1.0
CHEMBL3985245,CHEMBL596754,FP,0.9841269841269841
CHEMBL4090083,CHEMBL4060320,FP,0.9836065573770492
CHEMBL4090083,CHEMBL4069003,FP,0.9672131147540983
CHEMBL598164,CHEMBL598611,FP,1.0
CHEMBL598164,CHEMBL599398,FP,0.9833333333333333
CHEMBL598164,CHEMBL598797,FP,1.0
CHEMBL3758839,CHEMBL3759261,FP,1.0
CHEMBL3221548,CHEMBL2018777,FP,1.0
CHEMBL29197,CHEMBL1204168,FP,1.0
CHEMBL3775817,CHEMBL3775409,FP,0.9795918367346939
CHEMBL540068,CHEMBL7917,FP,1.0
CHEMBL3774993,CHEMBL3774858,FP,0.9791666666666666
CHEMBL3959043,CHEMBL598798,FP,1.0
CHEMBL4092962,CHEMBL4063272,FP,0.9821428571428571
CHEMBL4092962,CHEMBL4065296,FP,0.9821428571428571
CHEMBL3221543,CHEMBL2018879,FP,1.0
CHEMBL3633765,CHEMBL3633764,FP,0.9824561403508771
CHEMBL598163,CHEMBL598377,FP,1.0
CHEMBL598163,CHEMBL598610,FP,1.0
CHEMBL598163,CHEMBL596736,FP,0.9830508474576272
CHEMBL598797,CHEMBL598611,FP,1.0
CHEMBL598797,CHEMBL599398,FP,0.9833333333333333
CHEMBL598797,CHEMBL598164,FP,1.0
CHEMBL3633764,CHEMBL3633765,FP,0.9824561403508771
CHEMBL207687,CHEMBL208118,FP,1.0
CHEMBL3633761,CHEMBL3633760,FP,0.9824561403508771
CHEMBL3633760,CHEMBL3633761,FP,0.9824561403508771
CHEMBL4065296,CHEMBL4063272,FP,1.0
CHEMBL4065296,CHEMBL4092962,FP,0.9821428571428571
CHEMBL4071178,CHEMBL4075557,FP,0.9841269841269841
CHEMBL4071178,CHEMBL4091999,FP,0.9841269841269841
CHEMBL4071178,CHEMBL4076232,FP,0.9523809523809523
CHEMBL4060320,CHEMBL4090083,FP,0.9836065573770492
CHEMBL4060320,CHEMBL4069003,FP,0.9516129032258065
CHEMBL4591414,CHEMBL4468146,FP,1.0
CHEMBL329642,CHEMBL93464,FP,1.0
CHEMBL3633768,CHEMBL3633769,FP,0.9824561403508771
CHEMBL598610,CHEMBL598377,FP,1.0
CHEMBL598610,CHEMBL598163,FP,1.0
CHEMBL598610,CHEMBL596736,FP,0.9830508474576272
CHEMBL4069003,CHEMBL4090083,FP,0.9672131147540983
CHEMBL4069003,CHEMBL4060320,FP,0.9516129032258065
CHEMBL596736,CHEMBL598377,FP,0.9830508474576272
CHEMBL596736,CHEMBL598163,FP,0.9830508474576272
CHEMBL596736,CHEMBL598610,FP,0.9830508474576272
CHEMBL3775409,CHEMBL3775817,FP,0.9795918367346939
CHEMBL2018879,CHEMBL3221543,FP,1.0
CHEMBL2018777,CHEMBL3221548,FP,1.0
CHEMBL3221268,CHEMBL3221267,FP,1.0
CHEMBL1204168,CHEMBL29197,FP,1.0
CHEMBL598798,CHEMBL3959043,FP,1.0
CHEMBL35820,CHEMBL1204199,FP,1.0
CHEMBL99780,CHEMBL100818,FP,1.0
CHEMBL100818,CHEMBL99780,FP,1.0
CHEMBL282499,CHEMBL1907916,FP,1.0
CHEMBL1907916,CHEMBL282499,FP,1.0
CHEMBL101008,CHEMBL305275,FP,1.0
CHEMBL305275,CHEMBL101008,FP,1.0
CHEMBL308608,CHEMBL15944,FP,1.0
CHEMBL327754,CHEMBL327289,FP,0.975609756097561
CHEMBL327754,CHEMBL75552,FP,1.0
CHEMBL327754,CHEMBL76161,FP,0.975609756097561
CHEMBL327754,CHEMBL21536,FP,0.975609756097561
CHEMBL327289,CHEMBL327754,FP,0.975609756097561
CHEMBL327289,CHEMBL75552,FP,0.975609756097561
CHEMBL327289,CHEMBL76161,FP,1.0
CHEMBL327289,CHEMBL21536,FP,1.0
CHEMBL420007,CHEMBL101054,FP,1.0
CHEMBL75552,CHEMBL327754,FP,1.0
CHEMBL75552,CHEMBL327289,FP,0.975609756097561
CHEMBL75552,CHEMBL76161,FP,0.975609756097561
CHEMBL75552,CHEMBL21536,FP,0.975609756097561
CHEMBL15944,CHEMBL308608,FP,1.0
CHEMBL308381,CHEMBL309093,FP,0.9761904761904762
CHEMBL308381,CHEMBL73338,FP,0.9761904761904762
CHEMBL76161,CHEMBL327754,FP,0.975609756097561
CHEMBL76161,CHEMBL327289,FP,1.0
CHEMBL76161,CHEMBL75552,FP,0.975609756097561
CHEMBL76161,CHEMBL21536,FP,1.0
CHEMBL101054,CHEMBL420007,FP,1.0
CHEMBL309093,CHEMBL308381,FP,0.9761904761904762
CHEMBL309093,CHEMBL73338,FP,1.0
CHEMBL21536,CHEMBL327754,FP,0.975609756097561
CHEMBL21536,CHEMBL327289,FP,1.0
CHEMBL21536,CHEMBL75552,FP,0.975609756097561
CHEMBL21536,CHEMBL76161,FP,1.0
CHEMBL73338,CHEMBL308381,FP,0.9761904761904762
CHEMBL73338,CHEMBL309093,FP,1.0
CHEMBL285898,CHEMBL24369,FP,0.9782608695652174
CHEMBL24369,CHEMBL285898,FP,0.9782608695652174
CHEMBL2092897,CHEMBL1946177,FP,1.0
CHEMBL1201066,CHEMBL252720,FP,1.0
CHEMBL1201066,CHEMBL637,FP,1.0
CHEMBL1946177,CHEMBL2092897,FP,1.0
CHEMBL2092896,CHEMBL1946088,FP,1.0
CHEMBL252720,CHEMBL1201066,FP,1.0
CHEMBL252720,CHEMBL637,FP,1.0
CHEMBL637,CHEMBL1201066,FP,1.0
CHEMBL637,CHEMBL252720,FP,1.0
CHEMBL1946088,CHEMBL2092896,FP,1.0
CHEMBL209610,CHEMBL377199,FP,1.0
CHEMBL377199,CHEMBL209610,FP,1.0
CHEMBL657,CHEMBL1200406,FP,1.0
CHEMBL282567,CHEMBL347036,FP,1.0
CHEMBL1672355,CHEMBL1373,FP,1.0
CHEMBL1672355,CHEMBL1201192,FP,1.0
CHEMBL1200406,CHEMBL657,FP,1.0
CHEMBL403885,CHEMBL272304,FP,1.0
CHEMBL403885,CHEMBL197589,FP,1.0
CHEMBL403885,CHEMBL272502,FP,1.0
CHEMBL403885,CHEMBL403670,FP,1.0
CHEMBL1200871,CHEMBL1382,FP,1.0
CHEMBL272304,CHEMBL403885,FP,1.0
CHEMBL272304,CHEMBL197589,FP,1.0
CHEMBL272304,CHEMBL272502,FP,1.0
CHEMBL272304,CHEMBL403670,FP,1.0
CHEMBL1382,CHEMBL1200871,FP,1.0
CHEMBL197589,CHEMBL403885,FP,1.0
CHEMBL197589,CHEMBL272304,FP,1.0
CHEMBL197589,CHEMBL272502,FP,1.0
CHEMBL197589,CHEMBL403670,FP,1.0
CHEMBL1373,CHEMBL1672355,FP,1.0
CHEMBL1373,CHEMBL1201192,FP,1.0
CHEMBL347036,CHEMBL282567,FP,1.0
CHEMBL513957,CHEMBL488313,FP,1.0
CHEMBL488313,CHEMBL513957,FP,1.0
CHEMBL272502,CHEMBL403885,FP,1.0
CHEMBL272502,CHEMBL272304,FP,1.0
CHEMBL272502,CHEMBL197589,FP,1.0
CHEMBL272502,CHEMBL403670,FP,1.0
CHEMBL1201192,CHEMBL1672355,FP,1.0
CHEMBL1201192,CHEMBL1373,FP,1.0
CHEMBL403670,CHEMBL403885,FP,1.0
CHEMBL403670,CHEMBL272304,FP,1.0
CHEMBL403670,CHEMBL197589,FP,1.0
CHEMBL403670,CHEMBL272502,FP,1.0
CHEMBL101253,CHEMBL75232,FP,1.0
CHEMBL75232,CHEMBL101253,FP,1.0
CHEMBL575403,CHEMBL536535,FP,1.0
CHEMBL575403,CHEMBL101299,FP,1.0
CHEMBL536535,CHEMBL575403,FP,1.0
CHEMBL536535,CHEMBL101299,FP,1.0
CHEMBL101299,CHEMBL575403,FP,1.0
CHEMBL101299,CHEMBL536535,FP,1.0
CHEMBL5432341,CHEMBL5440597,FP,1.0
CHEMBL5433552,CHEMBL5427399,FP,1.0
CHEMBL5433552,CHEMBL5403924,FP,1.0
CHEMBL5427399,CHEMBL5433552,FP,1.0
CHEMBL5427399,CHEMBL5403924,FP,1.0
CHEMBL5403924,CHEMBL5433552,FP,1.0
CHEMBL5403924,CHEMBL5427399,FP,1.0
CHEMBL5424724,CHEMBL5418300,FP,1.0
CHEMBL5440597,CHEMBL5432341,FP,1.0
CHEMBL5418300,CHEMBL5424724,FP,1.0
CHEMBL1705,CHEMBL134,FP,1.0
CHEMBL1644508,CHEMBL1644507,FP,1.0
CHEMBL1644507,CHEMBL1644508,FP,1.0
CHEMBL134,CHEMBL1705,FP,1.0
CHEMBL419894,CHEMBL226636,FP,1.0
CHEMBL2112978,CHEMBL90943,FP,1.0
CHEMBL91157,CHEMBL93171,FP,1.0
CHEMBL327875,CHEMBL419316,FP,1.0
CHEMBL93489,CHEMBL328114,FP,1.0
CHEMBL93489,CHEMBL420830,FP,1.0
CHEMBL419316,CHEMBL327875,FP,1.0
CHEMBL328114,CHEMBL93489,FP,1.0
CHEMBL328114,CHEMBL420830,FP,1.0
CHEMBL226636,CHEMBL419894,FP,1.0
CHEMBL420830,CHEMBL93489,FP,1.0
CHEMBL420830,CHEMBL328114,FP,1.0
CHEMBL90943,CHEMBL2112978,FP,1.0
CHEMBL93171,CHEMBL91157,FP,1.0
CHEMBL2437273,CHEMBL2437272,FP,1.0
CHEMBL2437272,CHEMBL2437273,FP,1.0
CHEMBL2437261,CHEMBL2437262,FP,1.0
CHEMBL2437262,CHEMBL2437261,FP,1.0
CHEMBL2114223,CHEMBL275025,FP,1.0
CHEMBL275025,CHEMBL2114223,FP,1.0
CHEMBL324162,CHEMBL304858,FP,1.0
CHEMBL2435385,CHEMBL2435384,FP,0.9591836734693877
CHEMBL2435382,CHEMBL2435381,FP,0.9591836734693877
CHEMBL2435384,CHEMBL2435385,FP,0.9591836734693877
CHEMBL70996,CHEMBL18861,FP,1.0
CHEMBL304858,CHEMBL324162,FP,1.0
CHEMBL2041807,CHEMBL539632,FP,0.9666666666666667
CHEMBL2041807,CHEMBL590266,FP,1.0
CHEMBL571,CHEMBL75435,FP,1.0
CHEMBL539632,CHEMBL2041807,FP,0.9666666666666667
CHEMBL539632,CHEMBL590266,FP,0.9666666666666667
CHEMBL18861,CHEMBL70996,FP,1.0
CHEMBL75435,CHEMBL571,FP,1.0
CHEMBL590266,CHEMBL2041807,FP,1.0
CHEMBL590266,CHEMBL539632,FP,0.9666666666666667
CHEMBL2435381,CHEMBL2435382,FP,0.9591836734693877
CHEMBL1160192,CHEMBL1160181,FP,1.0
CHEMBL1160192,CHEMBL1160189,FP,0.9565217391304348
CHEMBL354785,CHEMBL169981,FP,0.9583333333333334
CHEMBL170494,CHEMBL168970,FP,1.0
CHEMBL22973,CHEMBL23977,FP,1.0
CHEMBL171480,CHEMBL103059,FP,1.0
CHEMBL168450,CHEMBL170975,FP,1.0
CHEMBL170975,CHEMBL168450,FP,1.0
CHEMBL169540,CHEMBL25889,FP,0.9558823529411765
CHEMBL169540,CHEMBL170789,FP,1.0
CHEMBL169540,CHEMBL355543,FP,1.0
CHEMBL169540,CHEMBL6676,FP,0.9558823529411765
CHEMBL169540,CHEMBL434209,FP,0.9558823529411765
CHEMBL169540,CHEMBL168553,FP,1.0
CHEMBL23977,CHEMBL22973,FP,1.0
CHEMBL265510,CHEMBL422395,FP,1.0
CHEMBL265510,CHEMBL389051,FP,1.0
CHEMBL25889,CHEMBL169540,FP,0.9558823529411765
CHEMBL25889,CHEMBL170789,FP,0.9558823529411765
CHEMBL25889,CHEMBL355543,FP,0.9558823529411765
CHEMBL25889,CHEMBL6676,FP,1.0
CHEMBL25889,CHEMBL434209,FP,1.0
CHEMBL25889,CHEMBL168553,FP,0.9558823529411765
CHEMBL168970,CHEMBL170494,FP,1.0
CHEMBL103059,CHEMBL171480,FP,1.0
CHEMBL307914,CHEMBL263325,FP,0.9552238805970149
CHEMBL169981,CHEMBL354785,FP,0.9583333333333334
CHEMBL1160181,CHEMBL1160192,FP,1.0
CHEMBL1160181,CHEMBL1160189,FP,0.9565217391304348
CHEMBL170789,CHEMBL169540,FP,1.0
CHEMBL170789,CHEMBL25889,FP,0.9558823529411765
CHEMBL170789,CHEMBL355543,FP,1.0
CHEMBL170789,CHEMBL6676,FP,0.9558823529411765
CHEMBL170789,CHEMBL434209,FP,0.9558823529411765
CHEMBL170789,CHEMBL168553,FP,1.0
CHEMBL355543,CHEMBL169540,FP,1.0
